DATE,TIME,F/L (ft),LCL,CCL,LFC,TTI,KI,LI,SI,BI ,HI,DCI,SWEAT,CAPE,TS
18/02/2021,1730,"13,724",920,870,840,47.5,30.7 ,-7.8 ,-0.8 ,99.3 ,52.2 ,43.7 ,155.8 ,1516.1 ,
19/02/2021,1730,"12,312",850,820,795,46.2,36.1 ,-2.8 ,-0.7 ,98.0 ,43.2 ,43.4 ,146.7 ,617.9 ,
20/02/2021,1730,"12,464",860,822,795,36,28.0 ,1.9 ,4.9 ,98.7 ,42.4 ,38.4 ,-172.4 ,-,
21/02/2021,1730,"13,751",835,800,776,39,28.0 ,0.0 ,3.3 ,98.6 ,45.2 ,44.1 ,71.8 ,342.5 ,
22/02/2021,530,"13,668",970,885,819,40.8,31.1 ,-2.1 ,2.5 ,97.4 ,30.2 ,32.9 ,94.4 ,626.1 ,
22/02/2021,1730,"14,107",872,810,770,48.9,4.8 ,-5.6 ,-1.5 ,97.2 ,15.3 ,45.0 ,36.3 ,568.6 ,
23/02/2021,1730,"14,305",878,800,740,45.7,31.9 ,-2.9 ,-0.2 ,96.1 ,32.7 ,44.5 ,151.3 ,416.8 ,
24/02/2021,1730,"14,754",840,780,734,48.2,24.7 ,-6.0 ,-0.4 ,98.5 ,55.8 ,48.5 ,228.9 ,-,
25/02/2021,1730,"15,203",912,838,792,47.6,26.8 ,-8.0 ,-0.6 ,97.6 ,54.6 ,46.0 ,5.3 ,-,
26/02/2021,1730,"15,338",925,812,765,33.5,4.9 ,-6.2 ,7.8 ,97.5 ,71.4 ,32.5 ,-365.7 ,1471.7 ,
27/02/2021,1730,"15,246",922,820,760,39.4,26.6 ,-0.3 ,4.1 ,98.8 ,57.1 ,41..3,35.6 ,-,
28/02/2021,1730,"15,302",918,811,765,41.3,30.6 ,-2.9 ,2.3 ,53.1 ,53.1 ,43.8 ,46.5 ,2716.7 ,
01/03/2021,1630,"14,196",955,798,848,34,23.0 ,-4.2 ,6.6 ,98.9 ,62.1 ,35.8 ,-111.4 ,3054.5 ,
02/03/2021,1630,"15,249",940,830,775,38.7,30.6 ,-0.3 ,4.0 ,99.7 ,60.4 ,40.4 ,-191.0 ,-,
03/03/2021,1800,"18,992",930,850,815,37.3,26.7 ,-2.3 ,4.4 ,98.4 ,57.9 ,42.0 ,67.9 ,2485.8 ,
04/03/2021,1630,"18,219",895,815,780,33.7,20.9 ,-0.5 ,7.3 ,97.5 ,68.7 ,34.2 ,-207.3 ,-,
05/03/2021,1730,"16,688",900,795,700,37.6,4.1 ,-3.5 ,4.7 ,94.0 ,85.7 ,39.3 ,-35.0 ,870.7 ,
06/03/2021,1730,"15,526",950,850,750,35.1,6.2 ,-1.3 ,6.5 ,97.3 ,74.9 ,35.2 ,-214.4 ,-,
07/03/2021,1700,"16,915",899,795,742,35,13.0 ,-3.2 ,6.0 ,98.7 ,78.5 ,38.0 ,-149.9 ,-,
08/03/2021,1530,"17,404",938,830,785,38,22.0 ,-5.2 ,4.4 ,98.7 ,,41.4 ,-28.5 ,3496.4 ,
09/03/2021,1630,"17,318",925,835,798,40,24.0 ,-4.7 ,2.6 ,96.7 ,59.4 ,44.8 ,-126.3 ,3117.4 ,
10/03/2021,1700,"16,513",925,840,785,42,28.0 ,-3.6 ,2.1 ,98.3 ,56.8 ,42.6 ,-16.2 ,-,
11/03/2021,1630,"16,344",925,920,800,41,22.0 ,-7.3 ,-16.7 ,96.2 ,52.4 ,43.3 ,-75.9 ,2518.9 ,
12/03/2021,1630,"16,874",882,780,868,46,29.7 ,-2.4 ,2.4 ,97.1 ,50.0 ,47.9 ,256.3 ,-,
15/03/2021,1630,"16,801",923,835,790,41.2,16.9 ,-6.2 ,3.0 ,96.2 ,67.0 ,43.4 ,84.3 ,-,
16/03/2021,1730,"16,410",926,828,785,42.8,28.1 ,-7.2 ,1.9 ,97.8 ,52.0 ,43.2 ,-14.4 ,-,
17/03/2021,1730,"16,536",915,812,765,38.4,25.5 ,-4.9 ,4.9 ,97.5 ,59.0 ,38.9 ,-37.0 ,2281.5 ,
18/03/2021,1730,"15,915",912,830,790,47.4,31.5 ,-8.9 ,0.0 ,97.2 ,46.0 ,48.0 ,162.8 ,-,
19/03/2021,1730,"15,731",885,808,770,43.4,33.4 ,-4.7 ,1.6 ,98.1 ,44.1 ,46.0 ,65.3 ,1751.0 ,
20/03/2021,1730,"14,909",918,819,770,45.3,28.9 ,-6.4 ,0.6 ,97.0 ,52.5 ,44.9 ,-56.6 ,1971.5 ,
21/03/2021,1730,"15,275",885,788,718,48.5,28.6 ,-4.9 ,-1.3 ,95.2 ,48.8 ,49.2 ,59.1 ,842.0 ,
22/03/2021,1730,"15,721",909,808,768,42,22.3 ,-8.6 ,3.1 ,97.5 ,61.6 ,42.4 ,-210.0 ,2835.5 ,
23/03/2021,1730,"15,397",915,830,788,51.9,30.9 ,-9.4 ,-3.4 ,95.6 ,46.8 ,53.1 ,370.6 ,3340.0 ,
24/03/2021,1730,"15,127",900,805,760,50.6,38.1 ,-7.2 ,-2.5 ,96.8 ,40.2 ,53.1 ,177.2 ,2901.5 ,TS
25/03/2021,1730,"15,219",898,810,770,50.4,36.5 ,-8.7 ,-2.4 ,97.8 ,47.5 ,52.7 ,314.2 ,3683.7 ,
26/03/2021,1730,"16,265",922,820,780,51.3,35.6 ,-10.5 ,-2.3 ,96.8 ,48.7 ,54.0 ,339.4 ,5070.9 ,
27/03/2021,1730,"16,302",932,825,785,49.8,34.2 ,-9.6 ,-2.0 ,97.7 ,52.6 ,52.4 ,241.3 ,4670.9 ,
28/03/2021,1730,"15,312",935,935,905,46,31.9 ,-6.2 ,-1.0 ,96.9 ,47.8 ,51.0 ,112.6 ,-,
29/03/2021,1730,"17,638",918,808,760,45.3,31.6 ,-6.7 ,0.8 ,97.5 ,50.9 ,49.6 ,113.2 ,3509.7 ,
30/03/2021,1730,"17,882",925,850,800,43.1,28.1 ,-5.8 ,0.8 ,93.9 ,54.7 ,47.9 ,178.1 ,3530.2 ,
31/03/2021,1730,"17,635",855,722,610,38.5,-0.7 ,-2.6 ,5.2 ,92.2 ,88.4 ,42.1 ,-200.3 ,609.3 ,
01/04/2021,1630,"17,400",895,765,655,18.8,-28.1 ,-5.3 ,13.6 ,91.1 ,118.0 ,23.1 ,-714.0 ,-,
02/04/2021,1630,"18,000",880,760,620,24.6,-7.1 ,-3.5 ,11.7 ,92.7 ,90.0 ,29.6 ,-471.5 ,980.2 ,
03/04/2021,1630,"17,100",875,810,740,23.8,9.1 ,-3.2 ,11.7 ,94.5 ,70.0 ,29.1 ,-532.9 ,611.6 ,
04/04/2021,1730,"16,700",900,780,720,44,25.7 ,-5.7 ,2.1 ,97.3 ,56.0 ,45.3 ,30.1 ,1403.0 ,
05/04/2021,1630,"16,800",920,790,745,44.6,27.9 ,-6.3 ,1.6 ,97.9 ,63.0 ,47.4 ,26.4 ,2732.6 ,
06/04/2021,1730,"14,980",935,820,780,36,31.3 ,-3.6 ,4.7 ,103.1 ,54.6 ,42.9 ,-178.4 ,-,
07/04/2021,1630,"15,000",890,770,710,37.8,20.9 ,-2.0 ,4.4 ,97.6 ,71.0 ,43.4 ,-13.1 ,1559.9 ,
17/04/2021,1630,"17,000",910,805,760,46.6,30.9 ,-6.0 ,3.3 ,97.5 ,48.0 ,49.4 ,50.9 ,2558.6 ,
18/04/2021,1630,"16,600",925,810,760,46.2,31.9 ,-5.8 ,-0.8 ,98.9 ,50.0 ,48.7 ,202.2 ,3769.0 ,
19/04/2021,1630,"17,100",920,860,810,46.4,36.1 ,-7.5 ,-1.8 ,98.1 ,38.0 ,52.3 ,17.5 ,3998.0 ,
20/04/2021,1630,"16,300",890,800,750,43.8,35.6 ,-4.9 ,1.1 ,89.0 ,40.3 ,48.1 ,71.2 ,2594.5 ,
21/04/2021,1630,"15,800",900,780,720,41,30.3 ,-2.7 ,3.1 ,98.7 ,50.0 ,40.3 ,-170.5 ,-,
22/04/2021,1530,"16,400",910,820,770,49.2,34.7 ,-5.7 ,-2.7 ,97.9 ,34.0 ,51.7 ,230.4 ,2860.2 ,
23/04/2021,1630,"16,000",910,820,780,40.4,25.3 ,-6.3 ,2.9 ,98.4 ,40.0 ,43.0 ,-44.5 ,3137.6 ,
24/04/2021,1630,"16,600",880,800,740,46.8,28.3 ,-4.7 ,-1.3 ,98.9 ,34.0 ,50.6 ,147.0 ,-,
17/05/2021,530,"17,614",979,950,960,39.5,33.5 ,-5.8 ,1.8 ,96.6 ,10.4 ,41.4 ,167.7 ,-,
05/08/2021,530,"16,000","1,008",1008,1008,36.7,24.0 ,-5.2 ,3.3 ,94.4 ,28.7 ,36.5 ,-126.3 ,2970.2 ,
05/08/2021,1730,"16,750","1,009",1009,1009,38.8,33.9 ,-6.7 ,2.8 ,96.8 ,10.8 ,40.1 ,161.9 ,-,
06/08/2021,430,"16,800","1,006",1006,1006,39.7,31.0 ,-4.8 ,1.7 ,94.9 ,14.9 ,36.3 ,117.7 ,2527.0 ,
07/08/2021,530,"16,800",950,905,640,34.8,24.9 ,2.0 ,4.1 ,94.4 ,27.4 ,33.2 ,175.0 ,-,
08/08/2021,530,"17,650",995,970,920,39,26.3 ,-2.0 ,2.1 ,94.0 ,19.4 ,34.9 ,-119.8 ,467.2 ,
09/08/2021,530,"18,000","1,008",1008,1008,37.7,28.6 ,-3.3 ,2.7 ,95.3 ,19.7 ,34.8 ,47.0 ,1635.9 ,
10/08/2021,430,"17,100",990,950,940,37.8,28.3 ,-0.8 ,3.6 ,93.7 ,22.8 ,33.5 ,70.0 ,-,
10/08/2021,1730,"17,800","1,000",1000,1000,40.9,27.0 ,-7.6 ,0.7 ,94.4 ,17.7 ,42.0 ,-21.0 ,5540.0 ,
11/08/2021,430,"17,500",995,970,910,39.2,32.5 ,-2.5 ,2.4 ,95.5 ,15.6 ,34.8 ,24.3 ,1329.0 ,
12/08/2021,430,"17,100","1,009",1009,1009,39.9,31.2 ,-2.7 ,2.3 ,93.2 ,18.5 ,35.2 ,-71.0 ,733.8 ,
13/08/2021,530,"17,000","1,009",1009,1009,37.6,17.7 ,-5.2 ,3.9 ,93.1 ,31.6 ,35.0 ,63.8 ,2954.9 ,
15/08/2021,530,"17,400",995,980,970,37.6,21.9 ,-4.2 ,3.4 ,95.3 ,22.8 ,34.9 ,88.8 ,2005.1 ,
16/08/2021,430,"15,400",995,980,970,44.5,39.6 ,-2.6 ,-1.4 ,95.5 ,0.1 ,38.6 ,27.3 ,731.2 ,
17/08/2021,530,"16,300",980,890,610,40,32.9 ,-0.1 ,1.3 ,94.9 ,7.6 ,31.8 ,-17.9 ,0.1 ,
18/08/2021,530,"16,700",990,955,710,42.4,38.3 ,-0.2 ,0.3 ,95.6 ,0.6 ,35.5 ,240.3 ,99.8 ,
19/08/2021,530,"16,400",990,960,910,40.7,30.2 ,-1.7 ,1.5 ,95.5 ,10.6 ,35.2 ,10.5 ,382.2 ,
20/08/2021,430,"16,900","1,006",1006,1006,40.1,18.6 ,-2.8 ,1.7 ,94.1 ,24.5 ,33.9 ,91.9 ,1511.4 ,
21/08/2021,630,"17,100",990,950,860,39.4,16.9 ,-1.7 ,2.3 ,94.2 ,26.4 ,33.5 ,117.9 ,87.9 ,
22/08/2021,530,"18,000",970,920,760,42,26.7 ,-2.5 ,0.8 ,95.8 ,17.9 ,36.9 ,-72.6 ,663.9 ,
23/08/2021,530,"16,300",980,940,900,42.4,28.9 ,-2.9 ,0.6 ,95.3 ,16.6 ,37.0 ,159.1 ,1091.5 ,
24/08/2021,530,"17,000",995,970,900,40.8,30.5 ,-2.7 ,1.5 ,95.4 ,21.4 ,36.3 ,149.3 ,1635.6 ,
25/08/2021,430,"16,800",980,960,930,40.6,30.5 ,-3.0 ,1.7 ,95.0 ,19.6 ,37.7 ,106.0 ,1547.0 ,
26/08/2021,530,"16,900",990,980,960,42.5,31.6 ,-3.8 ,1.3 ,94.8 ,17.5 ,38.6 ,176.1 ,-,
27/08/2021,430,"16,000",990,950,800,41.8,33.0 ,-2.2 ,0.3 ,95.7 ,13.7 ,36.3 ,-50.6 ,313.1 ,
28/08/2021,530,"16,500","1,004",1004,1004,40.8,35.7 ,-3.7 ,1.2 ,95.8 ,3.5 ,35.9 ,85.8 ,-,
29/08/2021,530,"16,600","1,003",1003,1003,40,24.9 ,-2.2 ,1.7 ,95.7 ,16.9 ,34.0 ,-91.9 ,494.6 ,
30/08/2021,530,"16,300","1,000",1000,-,41,32.5 ,-5.3 ,1.5 ,96.2 ,10.8 ,39.1 ,170.4 ,-,
31/08/2021,530,"16,600",990,930,740,38.8,18.1 ,-1.4 ,2.2 ,94.8 ,24.6 ,33.9 ,-88.7 ,225.7 ,
01/09/2021,430,"16,500",990,910,625,40.5,32.8 ,-0.7 ,2.1 ,95.5 ,11.0 ,32.6 ,-104.9 ,12.6 ,
02/09/2021,430,"16,569",991,958,900,40,31.7 ,-1.8 ,1.6 ,95.0 ,10.3 ,34.2 ,150.7 ,421.1 ,
03/09/2021,530,"16,750",990,938,878,41.6,22.7 ,-2.4 ,1.0 ,94.7 ,21.3 ,35.4 ,22.9 ,-,
04/09/2021,430,"16,066",985,960,942,41.4,31.4 ,-3.4 ,0.9 ,94.6 ,10.5 ,36.1 ,-1.0 ,-,
05/09/2021,530,"16,402",987,945,855,40.6,32.7 ,-1.8 ,1.7 ,96.2 ,7.6 ,35.3 ,-69.3 ,-,
06/09/2021,430,"16,375",990,-,-,37,31.6 ,-2.8 ,3.7 ,95.2 ,4.6 ,33.6 ,92.9 ,-,
08/09/2021,530,"16,375",990,-,-,38.4,31.8 ,0.0 ,2.7 ,92.3 ,7.9 ,32.5 ,83.6 ,-,
09/09/2021,530,"17,603",976,935,870,39.4,28.3 ,-1.6 ,2.0 ,95.6 ,18.4 ,35.4 ,-58.4 ,-,
10/09/2021,530,-,986,954,933,39,27.7 ,-2.0 ,2.4 ,93.6 ,27.2 ,36.3 ,-64.7 ,-,
11/09/2021,530,"18,302",984,967,948,37.2,28.3 ,-1.9 ,3.4 ,95.0 ,29.2 ,35.2 ,70.5 ,-,
12/09/2021,630,"17,664",978,968,950,37.9,31.3 ,-2.2 ,3.1 ,95.6 ,18.6 ,37.2 ,-110.3 ,1491.2 ,
13/09/2021,430,"17,564",991,982,977,41.3,35.2 ,-2.6 ,0.7 ,95.6 ,21.7 ,38.3 ,32.4 ,1420.7 ,
14/09/2021,430,"18,551",984,976,968,37.3,28.6 ,-1.9 ,2.5 ,95.6 ,34.9 ,36.8 ,-90.2 ,-,
15/09/2021,530,"15,831",978,950,910,32.3,18.8 ,0.1 ,5.6 ,,46.3 ,33.6 ,-8.3 ,-,
16/09/2021,530,"18,137",978,964,955,33.6,18.9 ,-0.7 ,5.4 ,93.6 ,36.2 ,33.5 ,-200.9 ,-,
17/09/2021,530,"18,453",978,942,907,33.6,16.3 ,-1.3 ,4.8 ,93.9 ,39.0 ,32.9 ,0.3 ,-,
18/09/2021,530,"17,043",990,953,925,33.8,17.5 ,-0.5 ,5.5 ,94.0 ,40.8 ,31.6 ,154.5 ,899.8 ,
19/09/2021,530,"17,181",986,960,940,39.5,26.8 ,-2.9 ,2.3 ,95.9 ,39.3 ,34.9 ,-75.0 ,1070.9 ,
20/09/2021,530,"16,700",988,950,917,41.6,31.8 ,-3.7 ,1.9 ,95.9 ,13.9 ,35.6 ,134.9 ,982.8 ,
21/09/2021,530,"15,913",990,932,884,41.6,33.5 ,-2.6 ,1.4 ,95.2 ,5.9 ,35.2 ,51.7 ,466.9 ,
22/09/2021,430,"16,249",994,982,969,40.8,31.3 ,-2.1 ,1.2 ,95.0 ,11.4 ,34.9 ,141.4 ,451.9 ,
23/09/2021,530,"16,427",993,952,795,40.8,33.2 ,-0.2 ,0.8 ,96.2 ,7.9 ,33.8 ,23.5 ,141.6 ,
24/09/2021,530,"16,428",998,989,902,38,30.1 ,-1.5 ,3.5 ,95.2 ,11.2 ,31.3 ,-155.7 ,-,
25/09/2021,630,"17,419",995,954,625,39.6,27.3 ,-1.7 ,2.3 ,94.4 ,22.6 ,33.7 ,-122.0 ,-,
26/09/2021,530,"17,018",996,982,956,40.9,20.4 ,-2.9 ,1.4 ,93.6 ,28.7 ,35.6 ,-44.7 ,966.8 ,
27/09/2021,530,"16,696",990,980,960,38.1,27.8 ,-2.7 ,3.2 ,95.6 ,13.5 ,33.7 ,77.9 ,-,
28/09/2021,430,"16,500",990,955,900,39.6,34.0 ,-1.7 ,1.7 ,96.0 ,5.5 ,33.8 ,25.9 ,258.5 ,
30/09/2021,430,"16,500",995,930,885,40.8,36.4 ,-0.5 ,0.6 ,95.5 ,1.2 ,35.8 ,18.5 ,-,
30/09/2021,1730,"17,200",960,965,965,41.2,31.9 ,-2.5 ,0.7 ,95.6 ,14.0 ,40.7 ,181.0 ,-,
01/10/2021,430,"16,503",992,945,720,44.1,36.1 ,-2.3 ,-0.1 ,96.2 ,12.9 ,37.7 ,210.0 ,727.9 ,
02/10/2021,530,"15,893",990,967,900,44.6,34.2 ,-4.0 ,-0.8 ,95.5 ,11.2 ,39.6 ,6.0 ,1565.9 ,TS
03/10/2021,430,"16,565",990,898,720,43.6,29.5 ,-2.6 ,0.0 ,95.7 ,24.0 ,39.8 ,239.1 ,1318.2 ,
04/10/2021,430,"16,550",980,893,745,46.7,33.6 ,-2.9 ,-2.3 ,96.7 ,24.7 ,4.6 ,52.1 ,1353.3 ,TS
05/10/2021,530,"16,110",991,894,750,46.4,31.7 ,-4.4 ,-1.5 ,96.5 ,22.0 ,40.9 ,68.9 ,-,TS
06/10/2021,530,"16,970",992,855,710,43.2,33.9 ,-2.0 ,1.0 ,97.4 ,16.6 ,36.6 ,192.3 ,-,TS
07/10/2021,530,"16,830",994,901,650,42,33.6 ,-1.3 ,0.9 ,95.2 ,12.3 ,36.6 ,188.1 ,546.9 ,TS
08/10/2021,530,"17,311","1,000",925,730,42.5,31.9 ,-3.0 ,0.8 ,95.6 ,15.9 ,37.3 ,180.7 ,-,
08/10/2021,1130,"17,655",934,930,925,37.6,29.3 ,-3.9 ,3.6 ,95.3 ,20.0 ,40.2 ,-138.9 ,2314.5 ,
09/10/2021,530,"16,470",982,945,805,44.6,33.9 ,-4.5 ,-0.1 ,96.2 ,13.6 ,38.8 ,52.1 ,828.9 ,TS
10/10/2021,530,"17,971",995,960,640,39.4,26.8 ,-2.8 ,2.7 ,88.2 ,29.0 ,37.7 ,99.6 ,-,TS
11/10/2021,430,"16,554",983,968,954,41.8,33.6 ,-2.7 ,0.4 ,96.4 ,9.9 ,38.2 ,-7.3 ,-,TS
12/10/2021,530,"16,790",990,923,785,40.4,33.9 ,-1.1 ,2.2 ,96.5 ,13.8 ,30.8 ,-65.1 ,577.5 ,
13/10/2021,530,"24,840",992,700,-,25.8,16.2 ,7.9 ,10.3 ,85.3 ,54.0 ,31.8 ,-204.7 ,-,
13/10/2021,1030,"29,510",943,580,-,21,5.6 ,10.9 ,12.6 ,83.6 ,68.0 ,36.4 ,-432.7 ,-,
14/10/2021,530,"16,390",987,945,820,43.8,36.8 ,-3.8 ,0.5 ,94.4 ,12.1 ,39.0 ,25.8 ,1073.0 ,
15/10/2021,630,"17,670",980,880,775,39.8,34.8 ,-1.8 ,2.6 ,93.7 ,15.7 ,37.4 ,-120.2 ,-,TS
18/11/2021,430,"17,147",963,903,825,40.9,34.4 ,-1.2 ,1.3 ,95.4 ,15.1 ,37.3 ,137.5 ,452.2 ,
19/11/2021,530,"16,630",983,936,835,44.5,36.5 ,-4.0 ,-0.5 ,95.7 ,9.5 ,40.0 ,137.0 ,-,
20/11/2021,530,"17,080",988,945,887,40.4,36.0 ,-1.8 ,1.0 ,90.5 ,5.3 ,37.7 ,154.3 ,-,
21/11/2021,530,"17,030",989,918,635,37.6,30.7 ,-0.7 ,3.4 ,92.4 ,18.6 ,32.9 ,-120.2 ,339.1 ,TS
22/11/2021,430,"16,580",988,925,850,41.1,33.6 ,-0.9 ,1.2 ,94.8 ,10.5 ,35.5 ,109.1 ,171.4 ,
23/11/2021,430,"16,595",993,896,800,46,36.6 ,-3.5 ,-2.3 ,,15.6 ,39.0 ,98.2 ,984.7 ,TS
24/11/2021,530,"17,450",990,883,803,42.7,34.6 ,-2.3 ,0.0 ,96.1 ,37.1 ,39.4 ,38.4 ,1440.9 ,
25/11/2021,530,"16,700",975,865,715,40.9,31.4 ,-0.7 ,4.3 ,97.0 ,49.9 ,37.0 ,60.7 ,597.3 ,
26/11/2021,430,"17,253",948,803,-,37.2,3.7 ,1.5 ,4.3 ,96.4 ,74.0 ,31.4 ,-62.6 ,-,
27/11/2021,530,"16,777",945,740,-,35.4,-4.5 ,3.9 ,6.0 ,93.2 ,78.0 ,26.3 ,-195.2 ,-,
28/11/2021,530,"16,496",975,730,-,29.8,6.3 ,4.0 ,9.5 ,92.7 ,71.0 ,17.3 ,-214.1 ,-,
29/11/2021,530,"16,455",925,790,445,43.6,33.6 ,1.4 ,0.4 ,93.7 ,15.9 ,38.9 ,207.9 ,10.2 ,
30/11/2021,530,"16,342",960,842,562,42.9,32.7 ,-0.7 ,1.0 ,93.8 ,19.6 ,35.8 ,96.3 ,35.6 ,TS
01/12/2021,430,"15,295",995,915,805,44.4,36.4 ,-2.9 ,-0.7 ,95.2 ,8.2 ,36.4 ,134.9 ,-,TS
02/12/2021,530,"15,858",996,925,805,45.2,36.4 ,-3.2 ,-0.6 ,93.6 ,9.3 ,35.5 ,262.9 ,404.9 ,TS
03/12/2021,430,"16,636",980,909,860,38.3,33.1 ,-0.3 ,-1.3 ,94.4 ,42.0 ,33.5 ,-25.1 ,412.7 ,
04/12/2021,430,"17,533","1,000",957,900,43.5,21.0 ,-3.0 ,-0.9 ,89.6 ,27.6 ,36.4 ,208.0 ,1037.5 ,
05/12/2021,530,"18,057",998,920,520,34,-18.7 ,0.8 ,5.2 ,91.2 ,86.0 ,27.0 ,-30.5 ,207.1 ,
06/12/2021,430,"18,232",940,685,-,22,-30.5 ,7.3 ,14.2 ,90.2 ,114.0 ,12.9 ,-430.6 ,-,
07/12/2021,530,"18,101",980,780,-,31.8,-9.3 ,5.9 ,7.3 ,91.8 ,75.0 ,19.6 ,-102.9 ,-,
08/12/2021,530,"17,432",975,830,-,33.8,-11.1 ,3.2 ,6.7 ,92.7 ,91.0 ,25.1 ,-243.1 ,11.2 ,
09/12/2021,430,"17,402",985,875,475,32,-4.3 ,2.0 ,7.4 ,92.4 ,74.0 ,25.4 ,-312.5 ,106.3 ,
10/12/2021,530,"16,425",975,890,620,38.1,16.0 ,0.7 ,3.6 ,95.3 ,61.9 ,32.0 ,35.2 ,320.6 ,
11/12/2021,530,"16,490",938,795,-,40.8,20.3 ,1.5 ,2.3 ,94.1 ,63.0 ,33.7 ,65.3 ,-,
12/12/2021,630,"17,105",980,872,510,37,13.1 ,-0.4 ,5.2 ,94.5 ,69.0 ,29.3 ,27.7 ,-,
13/12/2021,430,"15,484",991,915,810,40.4,29.5 ,-3.3 ,3.0 ,95.0 ,39.0 ,33.0 ,41.3 ,1275.2 ,
14/12/2021,530,"16,790",980,887,775,41.6,26.1 ,-2.1 ,2.3 ,95.4 ,49.0 ,32.8 ,-112.5 ,468.4 ,
15/12/2021,430,"16,340",990,910,860,38.2,25.1 ,-1.4 ,3.6 ,95.5 ,51.4 ,32.0 ,-149.4 ,1235.4 ,
16/12/2021,530,"17,215",975,877,465,36.1,7.4 ,1.9 ,4.5 ,92.9 ,68.9 ,29.5 ,-205.2 ,84.6 ,
